Timestamp,Open,High,Low,Close,Volume
2025-10-17 10:00:00,3803.41,3845.18,3803.41,3807.39,1.939
2025-10-17 10:30:00,3807.39,3820.98,3780.7,3780.7,0.9724
2025-10-17 11:00:00,3792.61,3806.74,3780.63,3800.84,1.9549
2025-10-17 11:30:00,3798.6,3825.47,3798.6,3825.47,0.7993
2025-10-17 12:00:00,3829.25,3839.58,3811.31,3839.48,1.4241
2025-10-17 12:30:00,3840.25,3849.51,3828.58,3828.58,0.2787
2025-10-17 13:00:00,3828.58,3849.76,3828.58,3840.17,1.7268
2025-10-17 13:30:00,3838.1,3838.1,3820.86,3822.79,2.9866
2025-10-17 14:00:00,3831.8,3860.02,3827.82,3850.56,6.368
2025-10-17 14:30:00,3859.14,3861.61,3843.61,3860.98,4.8809
2025-10-17 15:00:00,3861.03,3881.95,3860.21,3880.47,9.8588
2025-10-17 15:30:00,3877.2,3881.53,3863.62,3881.53,0.5231
2025-10-17 16:00:00,3882.3,3885.12,3863.49,3880.24,13.7914
2025-10-17 16:30:00,3858.95,3861.55,3850.0,3860.92,2.2447
2025-10-17 17:00:00,3859.68,3859.68,3844.44,3844.44,0.8738
2025-10-17 17:30:00,3843.03,3853.77,3831.26,3831.26,0.5715
2025-10-17 18:00:00,3843.83,3852.5,3823.63,3852.02,0.4957
2025-10-17 18:30:00,3851.58,3851.58,3833.17,3841.78,0.3578
2025-10-17 19:00:00,3841.67,3877.26,3841.67,3877.26,2.663
2025-10-17 19:30:00,3877.3,3877.3,3866.25,3871.85,0.6208
2025-10-17 20:00:00,3876.17,3882.35,3855.93,3861.54,1.2279
2025-10-17 20:30:00,3875.43,3875.43,3845.44,3845.44,1.1329
2025-10-17 21:00:00,3860.39,3874.76,3857.97,3865.75,0.1993
2025-10-17 21:30:00,3875.89,3877.84,3874.07,3876.53,0.1524
2025-10-17 22:00:00,3876.2,3876.2,3850.51,3856.2,2.3114
2025-10-17 22:30:00,3858.03,3858.03,3841.07,3841.48,5.2771
2025-10-17 23:00:00,3853.24,3862.43,3851.9,3862.43,0.1938
2025-10-17 23:30:00,3851.34,3868.67,3846.81,3862.82,0.0563
2025-10-18 00:00:00,3867.06,3874.36,3864.71,3866.92,1.0696
2025-10-18 00:30:00,3870.66,3877.14,3868.67,3872.15,0.1112
2025-10-18 01:00:00,3877.86,3927.14,3877.86,3901.53,2.3279
2025-10-18 01:30:00,3896.24,3898.25,3895.15,3895.26,0.088
2025-10-18 02:00:00,3896.73,3907.89,3896.23,3899.12,1.3354
2025-10-18 02:30:00,3893.46,3894.07,3879.34,3879.34,0.6533
