Timestamp,Open,High,Low,Close,Volume
2025-10-23 13:30:00,239.73,239.73,239.73,239.73,0.0
2025-10-23 13:35:00,239.73,239.73,239.73,239.73,0.0
2025-10-23 13:40:00,239.73,239.73,239.73,239.73,0.0
2025-10-23 13:45:00,239.73,239.73,239.73,239.73,0.0
2025-10-23 13:50:00,239.73,239.73,239.73,239.73,0.0
2025-10-23 13:55:00,239.73,239.73,239.73,239.73,0.0
2025-10-23 14:00:00,236.39,236.39,236.39,236.39,0.555
2025-10-23 14:05:00,235.79,237.13,235.02,237.13,0.142
2025-10-23 14:10:00,234.38,236.72,234.38,236.72,3.612
2025-10-23 14:15:00,236.72,236.72,236.72,236.72,0.0
2025-10-23 14:20:00,236.72,236.72,236.72,236.72,0.0
2025-10-23 14:25:00,236.72,236.72,236.72,236.72,0.0
2025-10-23 14:30:00,236.72,236.72,236.72,236.72,0.0
2025-10-23 14:35:00,236.72,236.72,236.72,236.72,0.0
2025-10-23 14:40:00,234.38,234.38,234.38,234.38,0.007
2025-10-23 14:45:00,234.07,234.07,234.06,234.06,1.728
2025-10-23 14:50:00,232.99,232.99,232.99,232.99,0.091
2025-10-23 14:55:00,232.99,232.99,232.99,232.99,0.0
2025-10-23 15:00:00,232.99,232.99,232.99,232.99,0.0
2025-10-23 15:05:00,235.76,235.76,235.76,235.76,0.156
2025-10-23 15:10:00,235.77,235.77,235.77,235.77,0.021
2025-10-23 15:15:00,235.77,235.77,235.77,235.77,0.0
2025-10-23 15:20:00,235.77,235.77,235.77,235.77,0.0
2025-10-23 15:25:00,235.2,235.76,235.2,235.76,0.341
2025-10-23 15:30:00,235.76,235.76,235.76,235.76,0.042
2025-10-23 15:35:00,235.76,235.76,235.76,235.76,0.0
2025-10-23 15:40:00,235.76,235.76,235.76,235.76,0.0
2025-10-23 15:45:00,235.76,235.76,235.76,235.76,0.0
2025-10-23 15:50:00,235.79,236.86,235.79,236.86,0.562
2025-10-23 15:55:00,236.86,236.86,236.86,236.86,0.0
2025-10-23 16:00:00,236.89,236.89,236.89,236.89,1.173
2025-10-23 16:05:00,237.2,239.74,237.2,239.74,1.751
2025-10-23 16:10:00,240.03,240.03,240.03,240.03,0.241
2025-10-23 16:15:00,240.03,240.03,240.03,240.03,0.0
2025-10-23 16:20:00,239.67,239.67,239.67,239.67,0.171
2025-10-23 16:25:00,239.67,239.67,239.67,239.67,0.0
2025-10-23 16:30:00,239.67,239.67,239.67,239.67,0.0
2025-10-23 16:35:00,239.67,239.67,239.67,239.67,0.0
2025-10-23 16:40:00,239.67,239.67,239.67,239.67,0.0
2025-10-23 16:45:00,239.67,239.67,239.67,239.67,0.0
2025-10-23 16:50:00,239.67,239.67,239.67,239.67,0.0
2025-10-23 16:55:00,239.67,239.67,239.67,239.67,0.0
2025-10-23 17:00:00,239.67,239.67,239.67,239.67,0.0
2025-10-23 17:05:00,239.67,239.67,239.67,239.67,0.0
2025-10-23 17:10:00,240.06,240.06,240.06,240.06,0.007
2025-10-23 17:15:00,240.06,240.06,240.06,240.06,0.0
2025-10-23 17:20:00,240.06,240.06,240.06,240.06,0.0
2025-10-23 17:25:00,241.5,242.95,241.5,241.53,3.046
2025-10-23 17:30:00,241.53,241.53,241.53,241.53,0.0
2025-10-23 17:35:00,242.09,242.09,242.09,242.09,0.107
2025-10-23 17:40:00,242.09,242.09,242.09,242.09,0.0
2025-10-23 17:45:00,242.09,242.09,242.09,242.09,0.0
2025-10-23 17:50:00,242.09,242.09,242.09,242.09,0.0
2025-10-23 17:55:00,242.09,242.09,242.09,242.09,0.0
2025-10-23 18:00:00,243.64,244.15,243.64,244.15,0.638
2025-10-23 18:05:00,244.4,244.4,242.95,242.95,0.014
2025-10-23 18:10:00,242.0,242.0,241.83,241.83,1.137
2025-10-23 18:15:00,241.51,241.72,241.51,241.72,0.126
2025-10-23 18:20:00,241.77,244.4,241.77,244.4,0.545
2025-10-23 18:25:00,242.95,244.37,241.55,241.66,0.824
2025-10-23 18:30:00,241.72,247.34,241.62,245.94,2.14
2025-10-23 18:35:00,246.35,249.44,246.35,249.44,3.828
2025-10-23 18:40:00,250.31,250.31,247.65,247.65,7.345
2025-10-23 18:45:00,250.32,250.36,248.99,249.53,0.109
2025-10-23 18:50:00,251.5,257.58,249.85,257.58,11.77
2025-10-23 18:55:00,257.58,257.58,252.1,253.86,1.154
2025-10-23 19:00:00,252.23,254.86,252.23,254.86,0.034
2025-10-23 19:05:00,256.36,256.36,256.32,256.32,1.03
2025-10-23 19:10:00,256.26,256.32,256.26,256.32,81.847
2025-10-23 19:15:00,253.34,253.34,253.34,253.34,0.006
2025-10-23 19:20:00,254.55,254.55,254.55,254.55,0.19
2025-10-23 19:25:00,254.55,254.55,254.55,254.55,0.0
2025-10-23 19:30:00,253.0,253.0,251.82,251.82,0.549
2025-10-23 19:35:00,251.5,253.27,250.86,253.27,1.652
2025-10-23 19:40:00,253.34,253.86,253.34,253.86,1.734
2025-10-23 19:45:00,254.53,254.86,254.53,254.86,1.098
2025-10-23 19:50:00,254.86,254.86,254.86,254.86,0.0
2025-10-23 19:55:00,254.86,254.86,254.86,254.86,0.0
2025-10-23 20:00:00,256.38,256.38,256.38,256.38,0.561
2025-10-23 20:05:00,256.79,256.79,256.79,256.79,0.028
2025-10-23 20:10:00,257.58,258.92,257.58,258.92,2.586
2025-10-23 20:15:00,258.94,258.94,258.94,258.94,0.555
2025-10-23 20:20:00,256.38,256.38,255.87,255.87,0.561
2025-10-23 20:25:00,257.92,259.47,257.92,258.18,0.6
2025-10-23 20:30:00,260.7,261.51,260.7,261.51,1.454
2025-10-23 20:35:00,261.51,261.51,261.51,261.51,0.0
2025-10-23 20:40:00,259.47,261.51,257.94,261.51,1.289
2025-10-23 20:45:00,259.47,261.03,258.42,261.03,0.567
2025-10-23 20:50:00,259.63,261.51,259.63,261.51,0.632
