Date,Price
2023-01-01,2000.0
2023-01-02,1892.1561562702232
2023-01-03,1770.3081137046195
2023-01-04,1640.3787445671371
2023-01-05,1707.3865795745928
2023-01-06,1771.1154684318872
2023-01-07,1815.8978840318896
2023-01-08,1645.9219576387227
2023-01-09,1639.233752445855
2023-01-10,1647.99574668309
2023-01-11,1675.979832278789
2023-01-12,1751.6125188006658
2023-01-13,1761.3361216033902
2023-01-14,1693.137893548258
2023-01-15,1762.2521700178231
2023-01-16,1765.2516357890352
2023-01-17,1721.7809292607637
2023-01-18,1666.4645806004633
2023-01-19,1671.6301351791974
2023-01-20,1562.3159417295012
2023-01-21,1503.8640688094952
2023-01-22,1537.7602442289894
2023-01-23,1699.1744985877722
2023-01-24,1755.5333319214249
2023-01-25,1794.3210491964237
2023-01-26,1755.6172503661155
2023-01-27,1837.5232724845714
2023-01-28,1851.0162153755284
2023-01-29,1935.3074477151004
2023-01-30,1944.0324452174737
2023-01-31,2078.0967155274648
2023-02-01,2009.384521791263
2023-02-02,1838.7130600826024
2023-02-03,1742.465460326473
2023-02-04,1742.1253116548746
2023-02-05,1739.0834973608612
2023-02-06,1936.4536584777247
2023-02-07,1847.592200805244
2023-02-08,1799.8078304830888
2023-02-09,1869.8695316254489
2023-02-10,1810.491203585676
2023-02-11,1717.4682816705529
2023-02-12,1757.5437385997243
2023-02-13,1728.9742981364475
2023-02-14,1720.4022129035593
2023-02-15,1971.2764934593577
2023-02-16,2058.1654071267676
2023-02-17,1942.300829143906
2023-02-18,1806.266943581008
2023-02-19,1734.2187657920265
2023-02-20,1632.759244604958
2023-02-21,1731.1307402086761
2023-02-22,1835.4194878812111
2023-02-23,1708.5915381464442
2023-02-24,1734.990628001186
2023-02-25,1695.4571618362306
2023-02-26,1608.9677480107127
2023-02-27,1586.1596534477337
2023-02-28,1489.3578226872742
2023-03-01,1536.2290475069788
2023-03-02,1465.5092750736737
2023-03-03,1555.3829376591966
2023-03-04,1680.0198191370757
2023-03-05,1584.9850637005645
2023-03-06,1434.0781897843879
2023-03-07,1503.542845825699
2023-03-08,1597.0868692365998
2023-03-09,1510.050202396507
2023-03-10,1492.5632543445556
2023-03-11,1444.5344787627696
2023-03-12,1474.7605923448623
2023-03-13,1409.199314038383
2023-03-14,1441.3235182090039
2023-03-15,1424.719129047837
2023-03-16,1363.44691219784
2023-03-17,1405.086530697188
2023-03-18,1406.7276549348153
2023-03-19,1403.8227938635275
2023-03-20,1298.858470236965
2023-03-21,1323.5819909369732
2023-03-22,1264.9143826153677
2023-03-23,1368.976703509398
2023-03-24,1352.1840882725182
2023-03-25,1283.4655029714966
2023-03-26,1244.4200653458176
2023-03-27,1242.3015672265874
2023-03-28,1273.2242506679177
2023-03-29,1339.6955884523932
2023-03-30,1295.1717101060963
2023-03-31,1290.5228075890548
2023-04-01,1381.4193284500013
2023-04-02,1304.3974292830092
2023-04-03,1248.6030449090408
2023-04-04,1248.4039652644888
2023-04-05,1319.8094559506555
2023-04-06,1286.39329497233
2023-04-07,1391.2574041580287
2023-04-08,1434.5303512657063
2023-04-09,1443.7315817487681
2023-04-10,1419.528350180002
2023-04-11,1438.810602752938
2023-04-12,1410.1037154417527
2023-04-13,1395.0796205480706
2023-04-14,1361.920696057754
2023-04-15,1359.4243478319224
2023-04-16,1304.4311997003924
2023-04-17,1226.305655740054
2023-04-18,1345.5201122414858
2023-04-19,1350.9493303770303
2023-04-20,1276.5872538883286
2023-04-21,1285.540302686322
2023-04-22,1308.8023842311538
2023-04-23,1249.5128849803982
2023-04-24,1248.9192924105685
2023-04-25,1233.8640608296016
2023-04-26,1226.5597787375118
2023-04-27,1301.0312572416246
2023-04-28,1385.2967252848437
2023-04-29,1456.4584466994215
2023-04-30,1481.8139410393228
2023-05-01,1324.8701037052228
2023-05-02,1220.5580811144137
2023-05-03,1205.0007418981788
2023-05-04,1195.3424047565304
2023-05-05,1259.5898009613268
2023-05-06,1270.0622320722578
2023-05-07,1318.2090068253444
2023-05-08,1264.880604794397
2023-05-09,1340.795606987046
2023-05-10,1324.3692432347952
2023-05-11,1337.73997226114
2023-05-12,1362.0664763966213
2023-05-13,1337.3458947564202
2023-05-14,1373.9410502048947
2023-05-15,1331.3068051345394
2023-05-16,1344.2039761243982
2023-05-17,1396.7752272569855
2023-05-18,1463.1136883645422
2023-05-19,1401.5254580849628
2023-05-20,1440.4962889040066
2023-05-21,1467.9040096165375
2023-05-22,1517.2243548378754
2023-05-23,1442.9119932413832
2023-05-24,1332.086219447239
2023-05-25,1237.170123122814
2023-05-26,1190.8654097131694
2023-05-27,1138.5498383929314
2023-05-28,1008.0891766327035
2023-05-29,1014.6458048517298
2023-05-30,982.9542019630275
2023-05-31,953.8922956632834
2023-06-01,932.0427064578103
2023-06-02,977.6049777685206
2023-06-03,1014.1447380363322
2023-06-04,1008.5696248728176
2023-06-05,1064.9620629907254
2023-06-06,1089.0376416131228
2023-06-07,1116.936445609466
2023-06-08,1235.061264234165
2023-06-09,1303.1059359568962
2023-06-10,1273.7581329293946
2023-06-11,1253.8798115444765
